SALE TYPE,PROPERTY TYPE,ADDRESS,COUNTY,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,DAYS ON MARKET,Price/Square Feet,STATUS,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,HIGH_SCHOOL_RATING,PRICE_PR_SQFT,EST_MONTHLY_PAY,Bike Score,Bike Score_type,Walk Score,Walk Score_type,OVERALL_NEARBY_PLACES,PRICE_HISTORY1_EVENT_DATE,PRICE_HISTORY1_EVENT_TYPE,url
New Construction Plan,Single Family Residential,Milazzo,Santa Clara,Morgan Hill,CA,95037,3024995,5.0,5.5,Borello Ranch Estates,4865.0,16.0,622.0,Active,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Milazzo/home/182485120,NewHomeSource.com,Plan-241958528,N,Y,37.157138,-121.632887,5.0,622.0,21389.0,37.0,Somewhat bikeable,0.0,Car-dependent,"Places5 groceries, 39 restaurants, 5 parksTransit68, 87, Express 121, L1, L2, L3, L4, L5, L6, Rapid 568, School 287",Unknown,Unknown,https://www.redfin.com/CA/Morgan-Hill/Borello-Ranch-Estates/Milazzo/home/182485120
MLS Listing,Townhouse,532 Tyrella Ave #29,Santa Clara,Mountain View,CA,94043,1190000,3.0,2.0,Unknown,1128.0,15.0,1055.0,Active,https://www.redfin.com/CA/Mountain-View/532-Tyrella-Ave-94043/unit-29/home/1057077,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039207,N,Y,37.404157,-122.0630153,8.0,1055.0,8789.0,94.0,Biker's paradise,62.0,Somewhat walkable,"Places7 groceries, 19 restaurants, 8 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 14, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039207",https://www.redfin.com/CA/Mountain-View/532-Tyrella-Ave-94043/unit-29/home/1057077
MLS Listing,Single Family Residential,1962 Colony St,Santa Clara,Mountain View,CA,94043,2488000,4.0,3.5,MOUNTAIN VIEW,2110.0,1.0,1179.0,Active,https://www.redfin.com/CA/Mountain-View/1962-Colony-St-94043/home/187762310,MLSListings,ML81943642,N,Y,37.4158031,-122.0895086,9.0,1179.0,17887.0,99.0,Biker's paradise,69.0,Somewhat walkable,"Places3 groceries, 24 restaurants, 8 parksTransit21, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288","Sep 29, 2023",Listed (Active)MLSListings #ML81943642,https://www.redfin.com/CA/Mountain-View/1962-Colony-St-94043/home/187762310
MLS Listing,Single Family Residential,1433-1455 Villa St,Santa Clara,Mountain View,CA,94041,1995000,2.0,1.0,MOUNTAIN VIEW,875.0,1.0,2280.0,Active,https://www.redfin.com/CA/Mountain-View/1433-Villa-St-94041/home/934300,MLSListings,ML81943591,N,Y,37.3965676,-122.0864297,9.0,2280.0,14106.0,99.0,Biker's paradise,80.0,Very walkable,"Places4 groceries, 44 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 29, 2023",Listed (Active)MLSListings #ML81943591,https://www.redfin.com/CA/Mountain-View/1433-Villa-St-94041/home/934300
MLS Listing,Condo/Co-op,2211 Latham St #322,Santa Clara,Mountain View,CA,94040,798000,2.0,2.0,MOUNTAIN VIEW,1206.0,1.0,662.0,Active,https://www.redfin.com/CA/Mountain-View/2211-Latham-St-94040/unit-322/home/2121193,MLSListings,ML81942343,N,Y,37.3972947,-122.1030499,9.0,662.0,6299.0,88.0,Very bikeable,80.0,Very walkable,"Places7 groceries, 27 restaurants, 3 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Sep 28, 2023",Listed (Active)MLSListings #ML81942343,https://www.redfin.com/CA/Mountain-View/2211-Latham-St-94040/unit-322/home/2121193
MLS Listing,Condo/Co-op,264 N Whisman Rd #25,Santa Clara,Mountain View,CA,94043,919000,3.0,2.0,MOUNTAIN VIEW,1284.0,1.0,716.0,Active,https://www.redfin.com/CA/Mountain-View/264-N-Whisman-Rd-94043/unit-25/home/1254389,MLSListings,ML81943464,N,Y,37.3961104,-122.0603562,8.0,716.0,7248.0,92.0,Biker's paradise,66.0,Somewhat walkable,"Places9 groceries, 18 restaurants, 12 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 28, 2023",Listed (Active)MLSListings #ML81943464,https://www.redfin.com/CA/Mountain-View/264-N-Whisman-Rd-94043/unit-25/home/1254389
MLS Listing,Single Family Residential,3364 Villa Robleda Dr,Santa Clara,Mountain View,CA,94040,3195000,4.0,2.5,MOUNTAIN VIEW,2411.0,1.0,1325.0,Active,https://www.redfin.com/CA/Mountain-View/3364-Villa-Robleda-Dr-94040/home/1575901,MLSListings,ML81943426,N,Y,37.3625605,-122.0703619,8.0,1325.0,22591.0,60.0,Bikeable,20.0,Car-dependent,"Places6 groceries, 15 restaurants, 7 parksTransit22, 51, 51H, 52, 53, A - AM, A - PM, Rapid 522","Sep 28, 2023",Listed (Active)MLSListings #ML81943426,https://www.redfin.com/CA/Mountain-View/3364-Villa-Robleda-Dr-94040/home/1575901
MLS Listing,Single Family Residential,435 Cecelia Way,Santa Clara,Los Altos,CA,94022,3998000,5.0,3.0,LOS ALTOS,2374.0,1.0,1684.0,Active,https://www.redfin.com/CA/Los-Altos/435-Cecelia-Way-94022/home/1867792,MLSListings,ML81943421,N,Y,37.3918311,-122.1036933,9.0,1684.0,28268.0,74.0,Very bikeable,64.0,Somewhat walkable,"Places3 groceries, 31 restaurants, 4 parksTransit21, 22, 40, 51, 51H, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Sep 28, 2023",Listed (Active)MLSListings #ML81943421,https://www.redfin.com/CA/Los-Altos/435-Cecelia-Way-94022/home/1867792
MLS Listing,Townhouse,1523 Lilac Ln,Santa Clara,Mountain View,CA,94043,1599000,3.0,2.5,MOUNTAIN VIEW,1581.0,1.0,1011.0,Active,https://www.redfin.com/CA/Mountain-View/1523-Lilac-Ln-94043/home/1627185,MLSListings,ML81943410,N,Y,37.4025847,-122.0856308,9.0,1011.0,11721.0,90.0,Biker's paradise,67.0,Somewhat walkable,"Places3 groceries, 34 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 28, 2023",Listed (Active)MLSListings #ML81943410,https://www.redfin.com/CA/Mountain-View/1523-Lilac-Ln-94043/home/1627185
MLS Listing,Townhouse,196 Central Ave,Santa Clara,Mountain View,CA,94043,1138000,2.0,1.5,MOUNTAIN VIEW,1290.0,1.0,882.0,Active,https://www.redfin.com/CA/Mountain-View/196-Central-Ave-94043/home/1601554,MLSListings,ML81943403,N,Y,37.3957734,-122.0694134,8.0,882.0,8601.0,96.0,Biker's paradise,68.0,Somewhat walkable,"Places6 groceries, 40 restaurants, 8 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 28, 2023",Listed (Active)MLSListings #ML81943403,https://www.redfin.com/CA/Mountain-View/196-Central-Ave-94043/home/1601554
MLS Listing,Single Family Residential,1028 Tulane Dr,Santa Clara,Mountain View,CA,94040,2988000,3.0,2.5,MOUNTAIN VIEW,1775.0,2.0,1683.0,Active,https://www.redfin.com/CA/Mountain-View/1028-Tulane-Dr-94040/home/1525435,MLSListings,ML81943365,N,Y,37.3766695,-122.0921328,8.0,1683.0,21127.0,84.0,Very bikeable,51.0,Somewhat walkable,"Places4 groceries, 17 restaurants, 6 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Rapid 522","Sep 27, 2023",Listed (Active)MLSListings #ML81943365,https://www.redfin.com/CA/Mountain-View/1028-Tulane-Dr-94040/home/1525435
MLS Listing,Townhouse,2197 Rock St,Santa Clara,Mountain View,CA,94043,1328000,3.0,1.5,MOUNTAIN VIEW,1325.0,2.0,1002.0,Active,https://www.redfin.com/CA/Mountain-View/2197-Rock-St-94043/home/1339240,MLSListings,ML81943361,N,Y,37.4124543,-122.0945756,9.0,1002.0,9915.0,100.0,/100Biker's paradise,79.0,Very walkable,"Places5 groceries, 22 restaurants, 7 parksTransit21, 22, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288","Sep 27, 2023",Listed (Active)MLSListings #ML81943361,https://www.redfin.com/CA/Mountain-View/2197-Rock-St-94043/home/1339240
MLS Listing,Townhouse,906 Arietta Dr,Santa Clara,Mountain View,CA,94043,999888,3.0,2.5,MOUNTAIN VIEW,1480.0,2.0,676.0,Active,https://www.redfin.com/CA/Mountain-View/906-Arietta-Dr-94043/home/95955084,MLSListings,ML81943349,N,Y,37.4177287,-122.0922667,9.0,676.0,7343.0,99.0,Biker's paradise,78.0,Very walkable,"Places3 groceries, 23 restaurants, 6 parksTransit21, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288, School 288L","Sep 27, 2023",Listed (Active)MLSListings #ML81943349,https://www.redfin.com/CA/Mountain-View/906-Arietta-Dr-94043/home/95955084
MLS Listing,Single Family Residential,1633 Miramonte Ave,Santa Clara,Mountain View,CA,94040,2348000,3.0,2.0,MOUNTAIN VIEW,1178.0,2.0,1993.0,Active,https://www.redfin.com/CA/Mountain-View/1633-Miramonte-Ave-94040/home/1562304,MLSListings,ML81943344,N,Y,37.3761704,-122.0866516,8.0,1993.0,16602.0,91.0,Biker's paradise,69.0,Somewhat walkable,"Places6 groceries, 18 restaurants, 5 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 27, 2023",Listed (Active)MLSListings #ML81943344,https://www.redfin.com/CA/Mountain-View/1633-Miramonte-Ave-94040/home/1562304
MLS Listing,Single Family Residential,400 Chiquita Ave,Santa Clara,Mountain View,CA,94041,2418000,4.0,3.0,MOUNTAIN VIEW,1957.0,2.0,1236.0,Active,https://www.redfin.com/CA/Mountain-View/400-Chiquita-Ave-94041/home/1160099,MLSListings,ML81943324,N,Y,37.3953021,-122.0912228,9.0,1236.0,17097.0,95.0,Biker's paradise,80.0,Very walkable,"Places3 groceries, 26 restaurants, 3 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 27, 2023",Listed (Active)MLSListings #ML81943324,https://www.redfin.com/CA/Mountain-View/400-Chiquita-Ave-94041/home/1160099
MLS Listing,Single Family Residential,461 Whisman Park Dr,Santa Clara,Mountain View,CA,94043,1998000,3.0,3.0,MOUNTAIN VIEW,1833.0,2.0,1090.0,Active,https://www.redfin.com/CA/Mountain-View/461-Whisman-Park-Dr-94043/home/1707939,MLSListings,ML81943111,N,Y,37.3885064,-122.0577573,8.0,1090.0,14339.0,82.0,Very bikeable,29.0,Car-dependent,"Places5 groceries, 22 restaurants, 11 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 27, 2023",Listed (Active)MLSListings #ML81943111,https://www.redfin.com/CA/Mountain-View/461-Whisman-Park-Dr-94043/home/1707939
MLS Listing,Single Family Residential,1810 Walnut Dr,Santa Clara,Mountain View,CA,94040,2988000,4.0,3.0,MOUNTAIN VIEW,1894.0,2.0,1578.0,Active,https://www.redfin.com/CA/Mountain-View/1810-Walnut-Dr-94040/home/1670404,MLSListings,ML81943246,N,Y,37.3705932,-122.0926875,8.0,1578.0,21127.0,84.0,Very bikeable,65.0,Somewhat walkable,"Places6 groceries, 11 restaurants, 8 parksTransit21, 22, 40, 51, 51H, 52, Rapid 522","Sep 27, 2023",Listed (Active)MLSListings #ML81943246,https://www.redfin.com/CA/Mountain-View/1810-Walnut-Dr-94040/home/1670404
MLS Listing,Single Family Residential,1088 Washington St,Santa Clara,Mountain View,CA,94043,2199000,3.0,2.0,MOUNTAIN VIEW,1140.0,4.0,1929.0,Active,https://www.redfin.com/CA/Mountain-View/1088-Washington-St-94043/home/1761249,MLSListings,ML81943103,N,Y,37.3986329,-122.0827015,9.0,1929.0,15548.0,96.0,Biker's paradise,80.0,Very walkable,"Places2 groceries, 48 restaurants, 2 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 25, 2023",Listed (Active)MLSListings #ML81943104,https://www.redfin.com/CA/Mountain-View/1088-Washington-St-94043/home/1761249
MLS Listing,Vacant Land,208 Mountain View Ave,Santa Clara,Mountain View,CA,94041,1848000,3.0,2.5,MOUNTAIN VIEW,1700.0,7.0,778.0,Active,https://www.redfin.com/CA/Mountain-View/208-Mountain-View-Ave-94041/home/187644614,MLSListings,ML81942894,N,Y,37.3959422,-122.0849136,9.0,779.0,13067.0,99.0,Biker's paradise,85.0,Very walkable,"Places4 groceries, 46 restaurants, 3 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 22, 2023",Listed (Active)MLSListings #ML81942894,https://www.redfin.com/CA/Mountain-View/208-Mountain-View-Ave-94041/home/187644614
MLS Listing,Condo/Co-op,1101 W El Camino Real #209,Santa Clara,Mountain View,CA,94040,939000,1.0,1.5,DOWNTOWN,845.0,7.0,1111.0,Active,https://www.redfin.com/CA/Mountain-View/1101-W-El-Camino-Real-94040/unit-209/home/143041992,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41039934,N,Y,37.3869643,-122.0873173,8.0,1111.0,7355.0,93.0,Biker's paradise,93.0,Walker's paradise,"Places5 groceries, 29 restaurants, 2 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 22, 2023","Listed (New)bridgeMLS, Bay East AOR, or Contra Costa AOR #41039934",https://www.redfin.com/CA/Mountain-View/1101-W-El-Camino-Real-94040/unit-209/home/143041992
MLS Listing,Single Family Residential,1548 Spring St,Santa Clara,Mountain View,CA,94043,1699000,3.0,2.0,MOUNTAIN VIEW,1672.0,8.0,1016.0,Active,https://www.redfin.com/CA/Mountain-View/1548-Spring-St-94043/home/1822188,MLSListings,ML81939597,N,Y,37.412436,-122.0807707,9.0,1016.0,12013.0,87.0,Very bikeable,42.0,Car-dependent,"Places2 groceries, 18 restaurants, 6 parksTransit200, 21, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Special Event","Sep 21, 2023",Listed (Active)MLSListings #ML81939597,https://www.redfin.com/CA/Mountain-View/1548-Spring-St-94043/home/1822188
MLS Listing,Condo/Co-op,400 Ortega Ave #319,Santa Clara,Mountain View,CA,94040,864400,2.0,1.0,MOUNTAIN VIEW,960.0,8.0,900.0,Active,https://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-319/home/2121076,MLSListings,ML81942813,N,Y,37.399433,-122.105693,9.0,900.0,6669.0,88.0,Very bikeable,84.0,Very walkable,"Places8 groceries, 27 restaurants, 3 parksTransit21, 22, 40, 52, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522, School 288","Sep 21, 2023",Listed (Active)MLSListings #ML81942813,https://www.redfin.com/CA/Mountain-View/400-Ortega-Ave-94040/unit-319/home/2121076
MLS Listing,Condo/Co-op,1031 Crestview Dr #114,Santa Clara,Mountain View,CA,94040,849888,2.0,2.0,MOUNTAIN VIEW,1140.0,8.0,746.0,Active,https://www.redfin.com/CA/Mountain-View/1031-Crestview-Dr-94040/unit-114/home/1799045,MLSListings,ML81940019,N,Y,37.3737637,-122.0596296,8.0,746.0,6620.0,90.0,Biker's paradise,82.0,Very walkable,"Places5 groceries, 25 restaurants, 3 parksTransit21, 22, 51, 51H, 53, 55, A - AM, A - PM, Blue Line Special, Blue-Event, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, School 255, Special Event","Sep 24, 2023",Price ChangedMLSListings #ML81940019,https://www.redfin.com/CA/Mountain-View/1031-Crestview-Dr-94040/unit-114/home/1799045
MLS Listing,Townhouse,237 Horizon Ave,Santa Clara,Mountain View,CA,94043,1235000,2.0,1.5,MOUNTAIN VIEW,1274.0,8.0,969.0,Active,https://www.redfin.com/CA/Mountain-View/237-Horizon-Ave-94043/home/621934,MLSListings,ML81942732,N,Y,37.396068,-122.074191,8.0,969.0,9297.0,98.0,Biker's paradise,91.0,Walker's paradise,"Places3 groceries, 46 restaurants, 4 parksTransit200, 21, 22, 40, 51, 51H, 52, A - AM, A - PM, ACE Orange, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 21, 2023",Listed (Active)MLSListings #ML81942732,https://www.redfin.com/CA/Mountain-View/237-Horizon-Ave-94043/home/621934
MLS Listing,Single Family Residential,174 Fair Oaks St,Santa Clara,Mountain View,CA,94040,1395000,2.0,1.0,MOUNTAIN VIEW,979.0,8.0,1425.0,Active,https://www.redfin.com/CA/Mountain-View/174-Fair-Oaks-St-94040/home/2120621,MLSListings,ML81942701,N,Y,37.4020831,-122.0994331,9.0,1425.0,9864.0,99.0,Biker's paradise,71.0,Very walkable,"Places5 groceries, 25 restaurants, 6 parksTransit21, 22, 40, 51, 51H, 52, ACE Orange, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, L1, L2, L3, L6, Rapid 522","Sep 21, 2023",Listed (Active)MLSListings #ML81942701,https://www.redfin.com/CA/Mountain-View/174-Fair-Oaks-St-94040/home/2120621
MLS Listing,Single Family Residential,64 Paul Ave,Santa Clara,Mountain View,CA,94041,1998000,3.0,2.0,MOUNTAIN VIEW,1482.0,9.0,1348.0,Active,https://www.redfin.com/CA/Mountain-View/64-Paul-Ave-94041/home/1326606,MLSListings,ML81942621,N,Y,37.385131,-122.0711609,8.0,1348.0,14127.0,99.0,Biker's paradise,62.0,Somewhat walkable,"Places8 groceries, 19 restaurants, 8 parksTransit200, 21, 22, 40, 51, 51H, 52, 53, A - AM, A - PM, B - AM, B - PM, B - PM Concert, B7, Blue Line Special, Blue-Event, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, C - PM Concert, D - AM, D - PM, Event Blue, Event Green, Event Orange, Event Special, Event-Green, Event-Orange, Event-Special, Green Line Special, Green-Event, L1, L2, L3, L4, L5, L6, Levi's - Alum Rock, Levi's - Mtn View, Levi's - Winchester, Light Rail Special, Orange Line, Orange Line Modified, Orange Line Special, Orange-Event, Orange-West Portion, OrangeW, Rapid 522, Special Event","Sep 20, 2023",Listed (Active)MLSListings #ML81942621,https://www.redfin.com/CA/Mountain-View/64-Paul-Ave-94041/home/1326606
MLS Listing,Townhouse,2043 Atlas Loop,Santa Clara,Mountain View,CA,94043,1660000,3.0,3.5,MOUNTAIN VIEW,1553.0,9.0,1069.0,Active,https://www.redfin.com/CA/Mountain-View/2043-Atlas-Loop-94043/home/143042801,MLSListings,ML81942557,N,Y,37.415382,-122.0919784,9.0,1069.0,12186.0,100.0,/100Biker's paradise,78.0,Very walkable,"Places4 groceries, 22 restaurants, 7 parksTransit21, 40, ACE Orange, B - AM, B - PM, B - PM Concert, Bus Bridge, BusBridge Caltrain (MPK-SCL)), C - AM, C - PM, D - AM, D - PM, L1, L2, L3, L6, School 288","Sep 20, 2023",Listed (Active)MLSListings #ML81942557,https://www.redfin.com/CA/Mountain-View/2043-Atlas-Loop-94043/home/143042801
